id	group	text	reverse
41	DI	現実的な問題についてアドバイスをくれる頼れる人が必要だと感じている。	0
42	DI	日常的な責任を果たすことに関しては、大人というより子供のように感じる。	0
43	DI	私は日常生活の責任に圧倒されている。	0
44	VH	災害（自然災害、犯罪災害、金融災害、医療災害）はいつ襲ってきてもおかしくないと感じている。	0
45	VH	私は攻撃されることを心配している。	0
46	VH	私は病気や怪我をしないように細心の注意を払っている。	0
47	VH	医師から深刻な病気とは診断されていないにもかかわらず、深刻な病気を発症しているのではないかと心配になる。	0
48	VH	犯罪や公害など、世界で起こっている悪いことをとても心配している。	0
49	VH	世界は危険な場所だと感じている。	0
50	EM	（両）親と私は、お互いの生活や問題に過干渉になりがちだ。	0
51	EM	（両）親と私にとって、裏切られたと感じたり、罪悪感を感じたりすることなく、親密な内容をお互いに隠しておくことは、とても難しい。	0
52	EM	（両）親と私はほとんど毎日話をしなければならず、そうしないとどちらかが罪悪感を感じたり、傷ついたり、失望したり、孤独を感じたりする。	0
53	EM	私はよく、自分には両親やパートナーとは別のアイデンティティがないと感じる。	0
54	EM	親しい人と距離を保つのはとても難しい。自分というものを切り離して考えることが苦手だ。	0
55	EM	（両）親やパートナーに対して、プライバシーがないと感じることがよくある。	0
56	EM	私が親元を離れて一人暮らしをすることについて、（両）親はとても傷ついているか、傷つくだろうと感じる。	0
57	SB	自分のやりたいようにやっても、トラブルを招くだけだと思う。	0
58	SB	人間関係において、私は相手に優位に立たせている。	0
59	SB	私はいつも他人に選択を委ねてきたから、自分自身が何を望んでいるのか本当にわからない。	0
60	SB	他人に拒絶されないように、他人を喜ばせることをとても気にしている。	0
61	SB	私は対立を避けるためなら、普通の人よりもずっと手間を惜しまない。	0
62	SS	私は見返りを得るよりも、人に与えることの方が多い。	0
63	SS	私は普段、親しい人の面倒を見ることになる。	0
64	SS	どんなに忙しくても、人のために時間を割くことができる。	0
65	SS	私はいつも、みんなの悩みを聞く側だった。	0
66	SS	他の人たちは、私が他人のために尽くしすぎて、自分のために十分なことをしていないと見ている。	0
67	SS	いくら与えても足りないと感じる。	0
68	FLC	自分の行動をコントロールできなくなることを心配している。	0
69	FLC	怒りが抑えられなくなったら誰かに身体的または精神的に深刻な危害を加えるのではないかと心配になる。	0
70	FLC	自分の感情や衝動をコントロールしなければ、何か悪いことが起こりそうな気がする。	0
71	FLC	表現できない怒りや憤りが私の中に溜まっている。	0
72	EC	自意識過剰で、他人に肯定的な感情を示せない（愛情、気遣いを示すなど）。	0
73	EC	自分の気持ちを他人に伝えるのは恥ずかしいことだと思う。	0
74	EC	温かく自発的に行動するのは難しい。	0
75	EC	私は自分をコントロールしすぎて、感情的でないと思われてしまう。	0
76	EC	みんなは私のことを感情的に堅苦しいと見ている。	0
77	US	私は自分のすることのほとんどで一番でなければならない。二番目は受け入れられない。	0
78	US	私はほぼすべてのものを完璧な状態に保つよう努めている。	0
79	US	やり遂げなければならないことが多すぎて、本当にリラックスする時間はほとんどない。	0
80	US	私はすべての責任を果たさなければならない。	0
81	US	私は自分の基準を満たすために、喜びや幸福を犠牲にすることが多い。	0
82	US	自分のミスを簡単に見逃したり、言い訳をするわけにはいかない。	0
83	US	自分のパフォーマンスに関しては、常にナンバーワンでなければならない。	0
84	ET	他の人に何かを求めるときに、「ノー」という答えを受け入れるのがとても苦手だ。	0
85	ET	私は束縛されたり、自分のやりたいことを妨げられたりするのが大嫌いだ。	0
86	ET	他の人がやっている普通のルールや慣習に従う必要はないと感じている。	0
87	ET	自分のことを優先するあまり、友人や家族に割く時間がないことがよくある。	0
88	ET	私はよく、物事の進め方についてとても支配的だと言われる。	0
89	ET	他人が私に指図するのは許せない。	0
90	IS	ルーチンワークや退屈な仕事をこなすために自分を律することができないようだ。	0
91	IS	私はしばしば、衝動を貫き、感情を表現してトラブルに巻き込まれたり、他の人を傷つけたりすることがある。	0
92	IS	私はすぐに飽きてしまう。	0
93	IS	仕事が難しくなると、私はたいてい我慢してやり遂げることができない。	0
94	IS	自分のためになるとわかっていても、楽しくないことを無理にすることはできない。	0
95	IS	私はこれまで、自分の決意を貫き通したことがほとんどない。	0
96	IS	私は衝動的に物事を行い、後で後悔することがよくある。	0
97	AS	知り合いのほとんど全員に好かれることは、私にとって重要だ。	0
98	AS	より好かれるように、一緒にいる人によって自分を変える。	0
99	AS	私の自尊心は、他人が私をどう見ているかにほとんど基づいている。	0
100	AS	たとえ誰かを好きじゃなかったとしても、その人に好かれたいと思う。	0
101	AS	他人から多くの注目を集めないと、自分はあまり重要でないと感じる。	0
102	NP	用心に越したことはない。ほとんどの場合、何かがうまくいかないものだ。	0
103	NP	決断を誤れば、大惨事につながるのではないかと心配だ。	0
104	NP	ミスを犯すと、その結果はとても深刻なものに思えるため、些細な決断にこだわることが多い。	0
105	NP	物事がうまくいかなくてもがっかりしないように、うまくいかないと想定した方が気が楽だ。	0
106	NP	私は悲観的になりがちだ。	0
107	NP	人が何かに熱中しすぎると、私は不愉快になり、何が問題になるかを警告したくなる。	0
108	PUS	私がミスを犯せば、罰を受けるのは当然だ。	0
109	PUS	私が間違いを犯しても言い訳はできない。	0
110	PUS	もし私が仕事をしなければ、その結果に苦しむことになる。	0
111	PUS	なぜ私がミスを犯したかは関係ない。間違ったことをしたら、その代償を払うべきだ。	0
112	PUS	私は罰を受けるに値する悪人だ。	0
113	PUO	自分の責任を果たさない人は、何らかの形で罰を受けるべきだ。	0
114	PUO	たいていの場合、私は他人の言い訳を受け入れない。彼らはただ、責任を受け入れ、報いを受ける気がないだけだ。	0
115	PUO	誰かが謝った後であっても、私は恨みを抱く。	0
116	PUO	私は、人々が自分の言い訳をしたり、自分の問題を他人のせいにしたりすることに腹が立つ。	0
